ID,Age,Height,Weight,Position,PreferredFoot,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Prospect
TRAIN_1391,21,175,70,CAM,Right,Medium,Medium,5.942,5.2632,6.3235,7.1212,2.8947,2.623,6.4773,6.5934,3.2955,7.4699,5.6322,7.7174,6.3218,4.7778,6.6667,7.5281,7.3494,5.9756,9.6053,4.6875,8.6667,3.5526,5.3425,6.0494,1.9718,5.8621,3.0588,4.0909,6.4894,7.619,4.6512,6.506,4.1573,3.1034,3.6905,0.9091,0.7955,0.989,1.1236,0.9091,5.7534,7.2368,6.7105,6.7105,6.7105,7.2368,7.3333,7.027,6.7123,7.027,5.7746,5.1429,5.7746,5.2857,3.6111,5.2857,1.0,0
TRAIN_1392,20,175,69,CAM,Right,Medium,Medium,5.6522,5.7895,5.5882,6.0606,5.0,4.0984,5.3409,6.4835,4.7727,7.1084,4.9425,6.9565,4.9425,5.5556,6.6667,7.3034,6.506,6.2195,6.8421,4.375,7.6,5.6579,6.0274,4.9383,4.2254,6.092,5.1765,6.1364,5.8511,6.5476,6.7442,5.9036,5.0562,5.7471,5.5952,0.4545,1.1364,1.4286,0.4494,0.9091,6.0274,6.5789,6.4474,6.4474,6.4474,6.5789,6.6667,6.4865,6.5753,6.4865,6.1972,6.1429,6.1972,6.1429,5.4167,6.1429,0.75,1
TRAIN_1393,18,169,67,CAM,Right,Medium,Medium,7.1014,6.5789,6.9118,7.5758,4.0789,4.7541,6.0227,7.2527,5.9091,8.0723,5.7471,8.4783,6.092,4.2222,7.7381,8.0899,7.9518,7.1951,8.1579,5.625,8.4,6.5789,5.3425,6.2963,4.3662,6.6667,5.8824,4.7727,7.4468,9.0476,6.1628,5.6627,4.1573,4.8276,5.5952,0.4545,0.7955,0.989,0.6742,1.0227,7.1233,7.8947,7.7632,7.7632,7.7632,7.8947,8.1333,7.8378,7.6712,7.8378,6.4789,6.2857,6.4789,6.2857,5.2778,6.2857,0.875,1
TRAIN_1394,19,192,70,CAM,Left,High,Medium,6.6667,6.5789,6.1765,6.0606,5.6579,6.7213,6.7045,6.7033,6.1364,7.1084,7.2414,6.8478,7.1264,6.6667,6.7857,7.3034,6.6265,7.6829,7.3684,5.7812,5.0667,6.7105,5.3425,7.284,6.6197,7.2414,7.0588,6.7045,6.8085,6.5476,6.5116,6.1446,5.3933,6.4368,6.4286,0.7955,0.4545,0.989,1.1236,0.6818,6.8493,7.1053,6.8421,6.8421,6.8421,7.1053,7.0667,7.027,6.9863,7.027,7.1831,6.8571,7.1831,7.1429,6.5278,7.1429,0.875,1
TRAIN_1395,21,175,63,LB,Left,Medium,Medium,5.3623,1.5789,2.3529,3.4848,4.6053,2.1311,4.4318,2.8571,4.4318,4.2169,2.1839,5.1087,4.4828,2.5556,3.5714,4.6067,6.506,5.7317,6.0526,2.9688,7.4667,1.4474,5.2055,4.4444,1.2676,2.1839,4.7059,5.0,4.1489,2.8571,3.1395,2.5301,4.9438,5.5172,5.7143,1.0227,1.3636,1.2088,1.1236,1.1364,3.2877,4.2105,3.6842,3.6842,3.6842,4.2105,3.8667,4.1892,3.6986,4.1892,4.9296,4.1429,4.9296,5.1429,4.4444,5.1429,1.0,0
TRAIN_1396,21,171,68,CAM,Left,High,Medium,6.087,7.1053,7.2059,7.1212,7.1053,5.9016,8.0682,7.033,4.7727,7.7108,7.5862,7.7174,7.931,8.0,7.1429,7.6404,7.4699,6.0976,8.8158,6.7188,8.4,7.1053,6.7123,7.9012,4.6479,7.5862,6.8235,7.9545,7.4468,7.8571,8.3721,7.2289,7.5281,7.5862,7.619,1.0227,0.5682,0.7692,1.0112,0.9091,6.9863,7.7632,7.5,7.5,7.5,7.7632,7.7333,7.7027,7.8082,7.7027,8.169,7.8571,8.169,8.1429,7.0833,8.1429,1.125,0
TRAIN_1397,21,177,70,RM,Right,Medium,Medium,6.087,4.4737,3.9706,4.5455,4.7368,4.918,4.6591,5.3846,4.8864,5.5422,4.1379,5.8696,5.1724,4.4444,5.0,5.618,7.1084,6.3415,6.8421,4.375,6.5333,4.7368,6.1644,6.6667,4.6479,4.7126,5.0588,5.6818,5.2128,4.881,5.3488,4.6988,5.5056,4.9425,5.0,0.4545,0.6818,1.3187,0.4494,0.6818,5.0685,5.5263,5.2632,5.2632,5.2632,5.5263,5.3333,5.4054,5.2055,5.4054,5.7746,5.2857,5.7746,5.7143,5.1389,5.7143,0.625,0
TRAIN_1398,18,185,78,ST,Right,Medium,Medium,6.087,6.3158,3.5294,5.303,0.9211,4.918,3.4091,7.033,6.5909,5.7831,6.4368,6.5217,5.5172,4.5556,3.6905,6.4045,6.3855,7.0732,6.5789,4.5312,6.0,6.1842,5.7534,5.0617,6.1972,6.3218,3.8824,1.8182,6.383,5.0,6.7442,5.0602,1.573,0.6897,2.5,1.0227,0.3409,0.3297,1.236,1.4773,6.4384,6.0526,6.1842,6.1842,6.1842,6.0526,6.0,5.6757,4.9315,5.6757,3.8028,3.2857,3.8028,3.5714,3.0556,3.5714,1.0,1
TRAIN_1399,19,166,57,CAM,Right,Medium,Medium,7.5362,6.3158,5.0,5.9091,1.5789,1.8033,5.9091,7.1429,3.5227,6.0241,4.2529,7.2826,5.0575,6.7778,5.8333,6.4045,8.0723,7.9268,6.8421,4.375,8.0,4.8684,3.9726,5.9259,0.9859,7.5862,2.7059,1.9318,6.7021,5.9524,7.4419,4.5783,2.809,2.6437,2.381,1.3636,0.4545,0.6593,0.8989,0.5682,5.8904,6.8421,6.5789,6.5789,6.5789,6.8421,6.6667,6.6216,5.7534,6.6216,4.7887,3.8571,4.7887,4.4286,2.6389,4.4286,0.875,1
TRAIN_1400,19,190,76,CDM,Right,Low,High,4.3478,4.6053,4.8529,4.697,6.0526,6.8852,5.6818,5.1648,5.7955,6.3855,5.1724,5.8696,4.9425,3.7778,5.9524,6.5169,5.3012,5.2439,5.1316,4.0625,4.5333,5.2632,6.8493,7.9012,6.338,5.0575,6.9412,6.7045,5.0,5.9524,5.0,5.3012,6.1798,6.6667,6.7857,0.5682,0.3409,1.2088,0.3371,0.4545,5.3425,5.6579,5.5263,5.5263,5.5263,5.6579,5.7333,5.8108,6.0274,5.8108,6.6197,6.5714,6.6197,6.7143,6.5278,6.7143,0.5,0
TRAIN_1401,21,183,77,CB,Right,Low,High,2.8986,3.5526,4.4118,3.9394,6.3158,4.5902,4.5455,3.956,6.1364,6.1446,4.1379,5.0,3.908,3.4444,5.8333,6.0674,4.0964,4.0244,4.8684,5.3125,5.8667,5.0,5.6164,3.9506,4.9296,4.2529,6.4706,7.2727,5.0,5.8333,4.0698,4.6988,6.7416,6.5517,6.5476,1.3636,0.4545,0.989,0.8989,0.3409,4.7945,5.0,5.0,5.0,5.0,5.0,5.2,5.0,5.6164,5.0,5.9155,6.2857,5.9155,6.1429,6.3889,6.1429,0.875,0
TRAIN_1402,19,172,68,LM,Left,Medium,Medium,6.2319,5.6579,4.8529,5.1515,0.9211,3.7705,6.4773,6.1538,4.2045,5.9036,5.6322,6.3043,5.8621,4.8889,5.7143,6.4045,7.1084,6.5854,6.8421,3.4375,6.4,6.9737,3.5616,5.9259,4.2254,5.5172,3.2941,2.0455,5.9574,5.119,5.6977,4.3373,1.6854,1.8391,1.6667,0.3409,1.3636,0.3297,0.8989,0.7955,5.7534,6.1842,5.9211,5.9211,5.9211,6.1842,5.8667,6.0811,5.2055,6.0811,4.3662,3.5714,4.3662,4.0,2.5,4.0,0.75,0
TRAIN_1403,21,183,76,CAM,Right,Medium,Medium,5.2174,4.3421,4.7059,4.697,3.5526,2.2951,5.0,5.2747,2.9545,5.9036,4.7126,6.087,4.9425,5.3333,5.8333,5.7303,6.2651,5.7317,6.4474,4.5312,6.1333,3.2895,3.0137,5.0617,1.9718,5.5172,3.6471,3.9773,5.7447,6.1905,5.0,5.4217,4.2697,4.9425,4.4048,1.25,0.6818,0.6593,0.7865,0.7955,4.6575,5.7895,5.3947,5.3947,5.3947,5.7895,5.7333,5.6757,5.4795,5.6757,5.0704,4.7143,5.0704,5.0,3.8889,5.0,0.875,0
TRAIN_1404,20,189,80,CB,Right,Medium,Medium,4.2029,2.5,3.2353,3.0303,4.8684,4.918,3.6364,2.967,5.0,5.6627,2.9885,4.8913,3.908,3.5556,4.881,4.7191,4.4578,5.6098,4.7368,3.4375,3.8667,4.6053,5.6164,3.7037,6.0563,2.7586,6.0,5.7955,3.8298,3.5714,4.3023,3.9759,5.1685,5.6322,5.8333,0.3409,0.6818,1.4286,1.3483,0.9091,3.9726,4.0789,3.9474,3.9474,3.9474,4.0789,4.1333,4.1892,4.3836,4.1892,5.0704,5.1429,5.0704,5.1429,5.4167,5.1429,0.75,0
TRAIN_1405,21,185,75,CB,Right,Medium,High,4.6377,2.6316,3.2353,3.0303,6.3158,7.541,2.5,3.1868,6.7045,5.6627,4.3678,3.6957,2.9885,4.2222,4.881,5.3933,4.9398,5.9756,5.2632,5.625,5.7333,3.2895,8.7671,6.7901,7.7465,3.4483,7.0588,6.7045,4.0426,5.0,4.6512,5.3012,6.4045,7.0115,6.9048,0.5682,1.1364,1.0989,0.6742,1.3636,4.3836,4.2105,4.3421,4.3421,4.3421,4.2105,4.5333,4.4595,5.0685,4.4595,5.9155,6.2857,5.9155,6.2857,6.9444,6.2857,1.0,0
TRAIN_1406,21,180,76,CM,Right,Medium,Medium,5.0725,5.1316,5.8824,4.8485,4.3421,5.5738,5.2273,5.1648,5.2273,7.4699,4.9425,5.9783,5.6322,6.0,7.381,6.4045,5.7831,5.9756,5.2632,3.4375,6.9333,5.7895,4.6575,8.1481,5.6338,6.8966,4.0,3.2955,4.2553,6.5476,4.8837,5.6627,5.0562,5.6322,5.4762,0.6818,0.6818,1.2088,1.3483,0.5682,5.3425,5.7895,5.6579,5.6579,5.6579,5.7895,6.1333,5.9459,6.3014,5.9459,5.9155,5.7143,5.9155,5.7143,5.0,5.7143,0.75,0
TRAIN_1407,21,174,67,RB,Right,Medium,Low,6.087,3.9474,3.9706,4.5455,5.7895,5.5738,6.4773,4.5055,5.3409,5.1807,6.4368,5.6522,4.3678,4.6667,5.4762,5.9551,6.747,6.7073,6.8421,3.9062,6.6667,4.0789,5.2055,7.284,5.0704,4.3678,6.2353,6.7045,4.5745,3.5714,5.2326,4.0964,5.7303,6.5517,7.1429,0.6818,0.9091,1.2088,1.1236,0.4545,4.7945,5.3947,4.8684,4.8684,4.8684,5.3947,4.9333,5.4054,5.2055,5.4054,6.6197,6.0,6.6197,6.7143,6.1111,6.7143,0.75,0
TRAIN_1408,20,175,65,RM,Right,High,Medium,7.8261,6.3158,5.7353,6.8182,2.2368,4.918,6.8182,6.5934,5.1136,6.8675,6.092,7.6087,6.3218,6.4444,5.8333,7.4157,8.5542,7.9268,8.6842,5.3125,8.5333,6.5789,6.9863,7.1605,4.9296,6.5517,3.7647,3.1818,6.7021,6.3095,6.9767,6.2651,3.5955,2.4138,2.1429,0.7955,1.1364,0.5495,0.6742,0.5682,6.7123,7.3684,6.9737,6.9737,6.9737,7.3684,7.0667,7.1622,6.3014,7.1622,5.6338,4.7143,5.6338,5.1429,3.75,5.1429,0.875,0
TRAIN_1409,19,177,70,RB,Right,Medium,Medium,5.3623,1.9737,1.6176,4.2424,6.0526,3.4426,4.7727,3.0769,4.7727,2.7711,3.1034,5.9783,3.2184,3.1111,2.2619,5.0562,6.6265,5.7317,4.7368,4.8438,6.9333,1.8421,5.3425,5.1852,3.0986,2.5287,4.9412,6.3636,4.2553,3.2143,4.0698,4.4578,6.2921,7.0115,6.7857,1.4773,1.25,0.6593,0.5618,0.5682,3.6986,4.4737,4.0789,4.0789,4.0789,4.4737,3.8667,4.3243,3.8356,4.3243,5.7746,4.8571,5.7746,6.0,5.5556,6.0,1.0,1
TRAIN_1410,20,176,71,CAM,Right,Medium,Medium,6.5217,5.2632,5.2941,5.6061,3.6842,4.5902,5.4545,6.044,5.2273,6.6265,5.4023,6.8478,5.1724,5.4444,6.7857,6.7416,7.2289,7.0732,6.3158,4.5312,6.9333,5.3947,4.9315,5.679,5.0704,4.8276,4.5882,2.2727,6.2766,5.9524,6.1628,5.6627,4.4944,5.0575,5.9524,1.25,1.25,0.989,0.3371,0.4545,5.8904,6.4474,6.1842,6.1842,6.1842,6.4474,6.4,6.3514,6.0274,6.3514,5.6338,5.1429,5.6338,5.5714,4.7222,5.5714,0.875,0
TRAIN_1411,21,175,67,LB,Left,High,Medium,6.9565,2.7632,4.1176,4.697,5.3947,5.4098,6.1364,3.1868,4.5455,5.5422,3.908,5.9783,4.7126,3.5556,4.4048,5.7303,7.7108,7.1951,7.1053,3.9062,7.6,3.1579,8.4932,7.037,4.507,3.6782,6.1176,6.0227,5.3191,4.881,4.0698,4.9398,6.1798,6.092,5.9524,0.9091,1.1364,1.2088,0.5618,0.4545,4.5205,5.5263,5.0,5.0,5.0,5.5263,5.2,5.5405,5.2055,5.5405,6.338,5.7143,6.338,6.4286,5.6944,6.4286,0.75,0
TRAIN_1412,21,185,82,GK,Right,Medium,Medium,4.4928,6.0526,6.4706,6.0606,3.4211,5.5738,0.2273,0.3297,0.5682,2.2892,0.4598,0.7609,0.2299,0.5556,2.2619,1.573,3.012,3.5366,5.2632,5.3125,5.6,4.4737,8.3562,1.9753,6.0563,0.2299,1.0588,1.1364,0.3191,4.1667,0.5814,3.1325,0.5618,0.4598,0.5952,6.4773,6.8182,7.3626,6.9663,7.5,1.0959,1.1842,1.3158,1.3158,1.3158,1.1842,1.4667,1.2162,1.5068,1.2162,0.9859,1.1429,0.9859,1.0,1.1111,1.0,7.0,0
TRAIN_1413,18,188,68,CDM,Right,Medium,Medium,4.6377,2.7632,3.3824,3.9394,4.7368,4.0984,3.2955,3.1868,5.1136,5.7831,2.8736,5.5435,3.5632,3.5556,5.0,5.8427,5.3012,5.6098,4.7368,4.0625,5.0667,4.0789,4.7945,4.9383,3.9437,3.908,5.8824,5.4545,3.7234,4.5238,4.7674,2.8916,4.6067,5.7471,5.5952,1.4773,1.25,1.2088,0.3371,1.3636,4.1096,4.6053,4.4737,4.4737,4.4737,4.6053,4.8,4.7297,4.9315,4.7297,5.2113,5.2857,5.2113,5.2857,5.1389,5.2857,1.125,1
TRAIN_1414,18,185,80,CB,Right,High,Medium,4.7826,1.1842,1.6176,1.9697,4.6053,5.4098,3.6364,1.978,4.3182,3.7349,2.5287,3.913,2.4138,2.0,2.7381,3.5955,6.1446,5.122,4.7368,2.1875,4.1333,1.8421,6.8493,5.4321,6.6197,2.069,4.0,5.3409,3.8298,2.8571,2.907,3.494,5.2809,5.1724,5.2381,1.25,0.6818,1.0989,0.4494,0.9091,2.8767,3.4211,3.0263,3.0263,3.0263,3.4211,3.0667,3.3784,3.1507,3.3784,4.6479,4.1429,4.6479,4.8571,4.8611,4.8571,0.625,1
TRAIN_1415,19,176,62,LM,Left,High,Medium,6.087,5.6579,5.0,5.6061,3.1579,3.4426,6.25,6.3736,5.2273,5.7831,4.8276,6.7391,6.5517,6.0,5.119,6.5169,6.8675,6.7073,8.0263,3.5938,6.4,5.3947,3.5616,6.9136,2.3944,6.2069,4.4706,3.6364,6.0638,6.0714,6.2791,6.1446,4.4944,3.4483,3.4524,0.9091,0.4545,0.989,1.0112,0.7955,5.7534,6.4474,6.0526,6.0526,6.0526,6.4474,6.1333,6.2162,5.6164,6.2162,5.3521,4.5714,5.3521,5.1429,3.8889,5.1429,0.75,0
TRAIN_1416,20,176,73,ST,Right,High,Medium,9.1304,5.0,2.5,5.6061,0.3947,5.7377,3.2955,5.7143,5.7955,4.4578,4.3678,6.9565,4.9425,2.5556,3.0952,6.1798,9.3976,9.1463,8.2895,2.3438,8.5333,5.3947,6.1644,6.7901,6.338,4.9425,4.1176,1.25,5.6383,4.4048,6.2791,3.6145,1.7978,0.4598,0.8333,1.3636,0.7955,0.6593,0.5618,1.3636,5.7534,5.9211,5.7895,5.7895,5.7895,5.9211,5.4667,5.6757,4.2466,5.6757,3.662,2.7143,3.662,3.4286,2.5,3.4286,0.875,1
TRAIN_1417,20,172,70,LM,Left,High,Medium,6.9565,5.0,4.2647,5.1515,1.9737,2.9508,5.6818,5.8242,4.8864,5.4217,4.5977,6.1957,5.5172,5.0,5.119,6.2921,7.3494,7.561,6.4474,4.2188,7.4667,5.7895,3.5616,6.1728,3.0986,4.4828,2.4706,2.2727,5.5319,4.881,6.1628,5.3012,2.809,2.6437,3.0952,0.4545,1.1364,0.7692,0.6742,0.9091,5.4795,5.9211,5.6579,5.6579,5.6579,5.9211,5.6,5.8108,5.0685,5.8108,4.7887,3.7143,4.7887,4.5714,3.0556,4.5714,0.75,0
TRAIN_1418,21,175,70,RM,Right,Medium,Medium,6.6667,4.6053,3.5294,4.8485,1.8421,4.5902,4.0909,5.7143,3.9773,5.4217,4.7126,5.9783,4.8276,3.5556,4.4048,5.8427,7.4699,7.0732,7.3684,3.9062,7.3333,4.7368,4.7945,6.2963,5.0704,4.2529,4.0,2.2727,5.8511,5.119,5.0,5.5422,3.0337,2.5287,3.3333,1.25,1.25,1.3187,1.236,0.7955,5.2055,5.6579,5.5263,5.5263,5.5263,5.6579,5.4667,5.5405,4.7945,5.5405,4.507,3.7143,4.507,4.2857,3.1944,4.2857,1.125,0
TRAIN_1419,18,195,82,CB,Right,Medium,Medium,5.2174,1.0526,1.4706,2.1212,4.8684,4.2623,2.5,1.6484,5.3409,4.2169,2.8736,4.0217,2.7586,2.4444,3.4524,4.4944,5.7831,6.2195,2.8947,1.875,1.8667,2.6316,4.6575,2.4691,6.6197,1.8391,4.0,5.1136,2.6596,2.1429,2.907,3.8554,5.5056,5.5172,5.4762,1.3636,0.3409,1.2088,1.236,1.1364,3.0137,3.1579,3.0263,3.0263,3.0263,3.1579,3.0667,3.2432,3.1507,3.2432,4.3662,4.1429,4.3662,4.7143,5.1389,4.7143,0.875,1
TRAIN_1420,18,188,75,CB,Left,Medium,Medium,6.2319,2.1053,4.2647,4.5455,6.4474,5.9016,5.5682,3.1868,6.7045,6.6265,3.1034,5.8696,2.7586,2.6667,5.5952,6.4045,6.1446,7.3171,5.3947,4.6875,2.6667,1.4474,5.8904,5.0617,6.7606,3.1034,6.0,6.7045,4.8936,4.2857,3.4884,5.4217,6.8539,6.7816,7.0238,0.9091,1.25,0.989,0.7865,0.6818,4.6575,5.3947,5.0,5.0,5.0,5.3947,5.3333,5.5405,5.4795,5.5405,6.6197,6.4286,6.6197,6.8571,6.8056,6.8571,1.0,1
TRAIN_1421,20,177,72,ST,Right,Medium,Medium,5.2174,5.5263,3.6765,4.697,1.8421,3.7705,3.8636,6.3736,5.1136,5.7831,5.6322,5.9783,4.2529,4.0,4.4048,6.1798,5.9036,6.0976,5.5263,3.9062,6.9333,5.2632,4.6575,5.0617,4.507,5.5172,3.7647,2.1591,6.1702,5.0,5.5814,4.0964,1.9101,3.2184,3.5714,0.9091,0.4545,1.3187,1.236,1.1364,5.6164,5.6579,5.6579,5.6579,5.6579,5.6579,5.6,5.4054,4.9315,5.4054,4.2254,3.7143,4.2254,4.0,3.3333,4.0,0.875,0
TRAIN_1422,18,190,80,GK,Right,Medium,Medium,4.3478,5.2632,4.1176,3.7879,1.8421,4.4262,0.6818,0.6593,0.5682,0.7229,0.2299,0.4348,0.6897,1.0,0.7143,0.6742,1.5663,2.0732,1.1842,3.4375,1.2,2.8947,1.9178,1.7284,5.0704,0.2299,0.9412,0.7955,0.6383,3.2143,1.1628,1.3253,0.5618,0.6897,0.4762,6.3636,6.1364,5.6044,6.1798,5.7955,0.411,0.5263,0.5263,0.5263,0.5263,0.5263,0.5333,0.4054,0.411,0.4054,0.4225,0.2857,0.4225,0.4286,0.4167,0.4286,5.875,1
TRAIN_1423,20,180,76,CM,Left,Medium,Medium,6.2319,5.5263,5.5882,5.7576,5.9211,5.5738,5.4545,5.7143,5.7955,7.3494,4.5977,7.0652,4.1379,4.4444,7.1429,6.7416,7.2289,6.4634,5.7895,5.3125,6.5333,6.1842,5.3425,7.4074,5.0704,6.8966,5.6471,6.4773,5.4255,6.1905,4.3023,5.6627,6.1798,6.5517,6.4286,0.9091,0.6818,0.989,1.236,1.1364,6.0274,6.4474,6.3158,6.3158,6.3158,6.4474,6.6667,6.6216,6.8493,6.6216,6.9014,6.7143,6.9014,6.8571,6.25,6.8571,1.125,1
TRAIN_1424,21,184,71,RWB,Right,High,High,8.8406,3.5526,4.8529,6.9697,6.8421,5.4098,7.3864,3.8462,4.8864,6.988,2.7586,8.0435,4.9425,2.6667,4.5238,7.4157,8.7952,9.1463,8.0263,6.7188,6.1333,4.7368,5.2055,7.9012,5.3521,4.7126,4.2353,7.6136,5.1064,4.0476,3.6047,6.2651,7.191,7.7011,6.9048,1.25,0.6818,0.5495,1.0112,0.4545,5.6164,6.8421,6.3158,6.3158,6.3158,6.8421,6.4,7.027,6.3014,7.027,8.169,6.8571,8.169,8.1429,6.8056,8.1429,1.0,0
TRAIN_1425,20,183,71,CDM,Right,Medium,Medium,6.9565,5.7895,5.5882,6.2121,6.9737,6.8852,5.0,5.4945,6.4773,7.5904,5.1724,7.0652,5.0575,3.7778,7.2619,7.6404,7.5904,7.3171,6.3158,5.9375,6.1333,6.8421,6.0274,8.1481,6.1972,8.1609,7.1765,7.1591,5.7447,6.1905,3.8372,6.3855,7.5281,7.1264,7.2619,0.6818,0.6818,0.7692,0.6742,0.9091,6.5753,6.8421,6.8421,6.8421,6.8421,6.8421,7.0667,6.8919,7.2603,6.8919,7.6056,7.5714,7.6056,7.7143,7.2222,7.7143,0.875,0
TRAIN_1426,21,182,72,CM,Right,High,High,6.2319,6.5789,5.7353,6.3636,6.8421,6.8852,5.1136,6.3736,6.7045,7.4699,6.7816,7.2826,5.0575,4.7778,6.9048,7.5281,7.2289,6.5854,6.7105,6.0938,6.2667,7.2368,7.1233,8.3951,5.6338,7.7011,7.7647,7.1591,7.234,7.0238,5.6977,6.1446,6.9663,7.5862,7.1429,0.5682,1.0227,0.3297,1.1236,0.6818,6.9863,7.1053,7.2368,7.2368,7.2368,7.1053,7.3333,7.1622,7.3973,7.1622,7.4648,7.5714,7.4648,7.5714,7.2222,7.5714,1.0,0
TRAIN_1427,18,174,70,LB,Left,Medium,Medium,6.8116,3.5526,3.0882,4.3939,5.5263,4.918,4.3182,4.0659,5.3409,4.5783,5.977,5.7609,3.908,3.7778,4.2857,5.8427,7.3494,7.3171,5.5263,3.9062,5.4667,3.5526,5.4795,6.9136,4.507,4.3678,5.4118,5.4545,5.6383,4.7619,5.1163,5.1807,5.618,6.7816,6.6667,1.1364,1.25,1.4286,0.4494,0.5682,4.7945,5.2632,5.1316,5.1316,5.1316,5.2632,5.0667,5.2703,5.0685,5.2703,6.0563,5.4286,6.0563,6.2857,5.6944,6.2857,0.875,1
TRAIN_1428,20,188,85,GK,Right,Medium,Medium,5.3623,5.9211,5.7353,6.2121,2.6316,6.5574,0.5682,0.7692,0.9091,1.6867,0.4598,0.4348,0.5747,1.0,1.3095,1.6854,2.7711,1.9512,3.6842,3.75,2.0,3.9474,4.2466,1.9753,4.0845,0.3448,2.1176,1.0227,0.6383,3.8095,1.2791,1.3253,0.7865,0.9195,0.9524,7.1591,6.7045,6.8132,7.6404,7.6136,0.8219,0.9211,1.0526,1.0526,1.0526,0.9211,1.2,0.8108,1.0959,0.8108,0.8451,0.8571,0.8451,0.8571,0.8333,0.8571,7.125,0
TRAIN_1429,21,174,71,CAM,Right,High,Medium,5.7971,5.5263,5.0,4.8485,5.7895,4.918,4.5455,6.1538,5.9091,7.1084,4.9425,5.9783,4.023,5.6667,6.5476,6.4045,6.6265,6.4634,6.0526,4.375,6.8,5.7895,5.4795,6.5432,4.2254,5.8621,6.0,6.7045,6.0638,5.7143,6.5116,4.9398,6.0674,6.3218,5.9524,0.7955,0.6818,1.2088,0.7865,1.3636,5.8904,6.0526,6.0526,6.0526,6.0526,6.0526,6.2667,6.0811,6.3014,6.0811,6.338,6.4286,6.338,6.4286,6.1111,6.4286,0.875,0
TRAIN_1430,20,179,73,ST,Left,Medium,Medium,5.2174,5.7895,2.5,3.7879,0.7895,2.459,3.4091,6.9231,5.7955,3.9759,4.9425,5.3261,4.7126,3.8889,3.3333,4.8315,5.9036,6.0976,5.3947,3.9062,7.0667,4.6053,6.7123,4.6914,2.8169,5.7471,2.5882,1.8182,6.2766,4.5238,6.3953,5.3012,1.3483,1.4943,1.3095,1.25,0.7955,0.989,1.236,0.7955,5.3425,5.1316,5.2632,5.2632,5.2632,5.1316,4.9333,4.7297,3.9726,4.7297,3.0986,2.4286,3.0986,3.0,2.2222,3.0,1.0,0
TRAIN_1431,20,183,86,CB,Right,Low,High,4.4928,1.7105,2.9412,2.7273,6.4474,6.8852,3.0682,2.4176,6.7045,5.9036,3.2184,3.913,3.2184,2.6667,5.3571,4.9438,5.9036,4.878,5.0,4.6875,4.6667,2.8947,7.6712,7.037,7.6056,2.069,5.2941,6.7045,3.0851,2.9762,4.0698,4.9398,6.7416,6.8966,6.9048,1.3636,0.7955,1.2088,1.1236,0.9091,3.8356,3.8158,3.6842,3.6842,3.6842,3.8158,4.0,4.1892,4.6575,4.1892,5.9155,6.1429,5.9155,6.2857,6.6667,6.2857,1.125,0
TRAIN_1432,21,190,77,ST,Right,Medium,Medium,6.9565,5.3947,3.0882,4.5455,1.0526,4.918,4.3182,6.2637,5.9091,5.1807,5.7471,5.9783,4.7126,2.8889,3.8095,5.7303,6.747,7.9268,6.0526,4.2188,6.1333,5.7895,7.1233,4.9383,6.0563,5.2874,4.0,1.9318,5.6383,3.8095,5.1163,4.0964,2.1348,1.2644,1.5476,0.3409,0.7955,1.2088,0.6742,0.6818,5.7534,5.6579,5.5263,5.5263,5.5263,5.6579,5.3333,5.4054,4.3836,5.4054,3.8028,3.1429,3.8028,3.7143,3.0556,3.7143,0.625,0
TRAIN_1433,21,183,70,ST,Right,Medium,Low,6.6667,5.6579,3.2353,5.1515,1.4474,4.918,3.5227,6.8132,5.9091,5.5422,5.6322,6.1957,5.0575,3.7778,4.6429,6.5169,7.3494,7.0732,6.8421,3.2812,7.0667,5.1316,6.9863,6.0494,5.6338,5.4023,3.2941,2.0455,6.2766,4.0476,5.814,5.3012,3.2584,1.0345,1.6667,0.6818,0.5682,0.989,1.236,1.3636,6.0274,5.9211,5.9211,5.9211,5.9211,5.9211,5.7333,5.6757,4.7945,5.6757,3.9437,3.4286,3.9437,3.7143,3.0556,3.7143,0.875,0
TRAIN_1434,21,182,76,RM,Right,High,Medium,7.6812,6.8421,7.2059,8.1818,4.3421,4.7541,8.0682,7.4725,5.4545,7.9518,6.4368,8.8043,7.7011,7.4444,7.1429,8.5393,8.6747,7.439,8.6842,6.25,7.7333,6.4474,5.7534,6.4198,4.6479,7.1264,4.8235,4.6591,7.4468,7.619,5.6977,7.1084,4.9438,5.1724,4.6429,1.3636,1.25,0.989,1.4607,0.3409,7.3973,8.2895,7.8947,7.8947,7.8947,8.2895,8.1333,8.2432,7.5342,8.2432,6.9014,6.2857,6.9014,6.5714,5.2778,6.5714,1.25,0
